-1.5625,-0.29722,0.42962,0.75266,0.86034,0.86034,0.86034
-0.29722,-1.5625,-1.4009,-0.10878,0.29502,0.86034,0.86034
0.42962,-1.4009,-1.5625,-0.18954,-0.72794,0.86034,0.86034
0.75266,-0.10878,-0.18954,-1.5625,-1.1856,0.86034,0.86034
0.86034,0.29502,-0.72794,-1.1856,-1.5625,0.86034,0.86034
0.86034,0.86034,0.86034,0.86034,0.86034,-1.5625,-1.5625
0.86034,0.86034,0.86034,0.86034,0.86034,-1.5625,-1.5625
