37,23,1
3,19,1
4,29,4
1,17,4
2,9,5
12,1,5
33,24,1
30,33,1
36,37,4
26,27,4
15,21,5
9,5,5
7,20,1
41,34,1
39,11,4
40,39,4
32,41,5
13,35,5
18,30,4
31,38,4
27,12,4
29,31,2
14,7,6
8,3,6
5,18,4
16,28,4
38,40,4
42,32,2
21,25,6
11,15,6
17,10,5
22,22,5
28,42,5
25,8,6
19,26,6
34,13,3
20,2,5
23,6,5
24,36,5
10,4,6
6,16,6
35,14,3
