0.58064,1.2546,1.5133,0.9977,1.098,0.28655,0.61164,1.4836,1.0027,0.97295,1.3376,1.5174,1.638,1.7063,1.0733,1.4168,1.1829,0.49673,1.6055,1.6785,1.7208,1.0947,0.84179,1.4788,1.0893,0.89175,0.86267,1.4945,0.56649,0.73181,0.41441,1.1702,0.39229,0.85592,0.7815,1.2259,1.0389,1.0452,0.92368,0.27935,1.0775,1.3803,0.77483,1.4,1.1318
0.63206,1.3661,1.5308,1.0924,1.1097,0.30196,0.64431,1.5558,0.98284,1.0444,1.2689,1.623,1.6899,1.7503,1.1262,1.4963,1.2507,0.48763,1.6215,1.7431,1.7312,1.1661,0.88186,1.5882,1.1048,0.94728,0.87987,1.558,0.64994,0.75346,0.38289,1.1633,0.33541,0.89473,0.78697,1.1854,1.2005,1.0539,0.97167,0.23573,1.1159,1.435,0.95418,1.4185,1.1692
0.65827,1.4092,1.5382,1.1224,1.1115,0.31877,0.66877,1.5711,0.98907,1.0758,1.248,1.6687,1.7012,1.7649,1.1533,1.5306,1.2947,0.48055,1.6438,1.7767,1.7607,1.1943,0.8669,1.6319,1.1103,0.9579,0.8909,1.5835,0.66691,0.74926,0.36916,1.1607,0.30838,0.86338,0.80737,1.1661,1.2907,1.0556,1.0244,0.22415,1.1496,1.4715,1.0187,1.4596,1.2254
0.67995,1.4543,1.54,1.1454,1.118,0.34403,0.67879,1.5943,1.0091,1.0933,1.2363,1.6923,1.6991,1.7615,1.1918,1.561,1.299,0.49709,1.6737,1.8084,1.7643,1.1997,0.85812,1.6652,1.1121,0.96448,0.90566,1.6168,0.68202,0.74176,0.3658,1.1583,0.29192,0.8467,0.80773,1.1783,1.3433,1.0718,1.0634,0.2116,1.1869,1.5232,1.0757,1.4531,1.2415
0.67931,1.4796,1.5465,1.1405,1.1307,0.33085,0.68935,1.6027,1.0124,1.1028,1.227,1.697,1.7164,1.7668,1.1969,1.5743,1.3151,0.50358,1.6687,1.8384,1.7818,1.1968,0.85745,1.6945,1.1316,0.9625,0.9156,1.6508,0.68996,0.74148,0.3471,1.1656,0.28388,0.82721,0.81808,1.1887,1.3862,1.0784,1.0934,0.20384,1.2106,1.5564,1.1285,1.4776,1.2771
0.68521,1.5029,1.5493,1.1676,1.1295,0.34414,0.69938,1.6144,1.0194,1.1187,1.227,1.7158,1.7125,1.7686,1.2165,1.5912,1.3193,0.50227,1.6874,1.8536,1.7871,1.2129,0.83842,1.7119,1.1309,0.96738,0.93042,1.6622,0.698,0.74198,0.34531,1.1626,0.27811,0.79431,0.80352,1.1849,1.4098,1.1002,1.1214,0.18779,1.2336,1.5767,1.1481,1.4939,1.3101
0.6919,1.5238,1.5451,1.1792,1.1325,0.34042,0.69105,1.621,1.0271,1.1288,1.2263,1.7225,1.7145,1.7643,1.2355,1.5988,1.3311,0.51143,1.6937,1.8828,1.7944,1.2077,0.83304,1.7221,1.1435,0.96067,0.94279,1.6912,0.70189,0.74274,0.34216,1.1781,0.27342,0.78308,0.80691,1.2062,1.44,1.1066,1.1447,0.18665,1.2491,1.5911,1.1858,1.5038,1.3326
0.7055,1.5339,1.5541,1.1909,1.1387,0.34942,0.70995,1.6321,1.0306,1.1433,1.2242,1.7332,1.7133,1.7617,1.2555,1.6132,1.3301,0.51558,1.7072,1.8795,1.801,1.2068,0.82866,1.7313,1.1496,0.97014,0.93669,1.6991,0.71546,0.7433,0.32572,1.1754,0.26169,0.76918,0.81227,1.2133,1.4637,1.119,1.173,0.18892,1.2685,1.6025,1.2081,1.5222,1.3573
0.71944,1.5464,1.5455,1.1962,1.1414,0.35379,0.72387,1.6282,1.0431,1.1487,1.223,1.7405,1.7198,1.7555,1.2713,1.6196,1.3398,0.52258,1.7112,1.8965,1.8126,1.2159,0.8378,1.7472,1.1538,0.97901,0.95111,1.7159,0.71732,0.74002,0.33252,1.1701,0.26431,0.75345,0.81707,1.2105,1.4768,1.1181,1.1896,0.1982,1.2851,1.6268,1.2394,1.5462,1.3556
0.72329,1.5654,1.5435,1.2219,1.1468,0.36167,0.73073,1.6354,1.0508,1.1686,1.2318,1.7509,1.722,1.7502,1.2789,1.6355,1.3382,0.53172,1.7249,1.9126,1.8198,1.2174,0.8214,1.7533,1.1474,0.96817,0.94691,1.7227,0.72552,0.74218,0.32839,1.1823,0.2607,0.74673,0.82194,1.2251,1.498,1.1362,1.2049,0.18692,1.2933,1.6364,1.2539,1.5552,1.3756
