33,37,1
25,3,1
23,4,4
1,1,4
2,2,5
3,12,5
34,33,1
39,30,1
29,36,4
27,26,4
4,15,5
5,9,5
26,7,1
40,41,1
31,39,4
35,40,4
6,32,5
7,13,5
24,18,4
30,31,4
32,27,4
37,29,2
8,14,6
9,8,6
10,5,4
28,16,4
36,38,4
38,42,2
11,21,6
12,11,6
13,17,5
14,22,5
15,28,5
16,25,6
17,19,6
41,34,3
18,20,5
19,23,5
20,24,5
21,10,6
22,6,6
42,35,3
