33,31,1
25,38,1
23,20,4
1,26,4
2,41,5
3,40,5
34,42,1
39,39,1
29,14,4
27,21,4
4,29,5
5,30,5
26,32,1
40,27,1
31,19,4
35,28,4
6,34,5
7,33,5
24,35,4
30,24,4
32,23,4
37,25,2
8,17,6
9,18,6
10,37,4
28,36,4
36,1,4
38,22,2
11,12,6
12,13,6
13,16,5
14,2,5
15,3,5
16,4,6
17,5,6
41,6,3
18,15,5
19,7,5
20,8,5
21,9,6
22,10,6
42,11,3
