23,31,1
19,38,1
29,20,4
17,26,4
9,41,5
1,40,5
24,42,1
33,39,1
37,14,4
27,21,4
21,29,5
5,30,5
20,32,1
34,27,1
11,19,4
39,28,4
41,34,5
35,33,5
30,35,4
38,24,4
12,23,4
31,25,2
7,17,6
3,18,6
18,37,4
28,36,4
40,1,4
32,22,2
25,12,6
15,13,6
10,16,5
22,2,5
42,3,5
8,4,6
26,5,6
13,6,3
2,15,5
6,7,5
36,8,5
4,9,6
16,10,6
14,11,3
