0.66436,0.63177,0.64479,0.59133,0.38578,0.65659,0.64805,0.51498,0.73073,0.57363,0.24761,0.57763,0.5471,0.58122,0.77389,0.38486,0.62781,0.61308,0.73714,0.67908,0.46757,0.6354,0.64254,0.46106,0.63575,0.67487,0.58884,0.67496,0.78714,0.68831,0.5589,0.73568,0.54694,0.52583,0.44989,0.50339,0.80048,0.50578,0.68523,0.65886,0.76532,0.71478,0.79843,0.54394,0.75497
0.76337,0.82966,0.78994,0.7539,0.45041,0.74154,0.72972,0.57942,0.80461,0.6947,0.32168,0.76326,0.64913,0.65697,0.86496,0.46362,0.71587,0.69515,0.82387,0.76647,0.60504,0.71234,0.71796,0.51503,0.7544,0.8007,0.68426,0.79883,0.85315,0.80105,0.61005,0.82683,0.6116,0.63049,0.47448,0.59203,0.92847,0.57088,0.78559,0.7402,0.86306,0.83479,0.90527,0.61233,0.88453
0.80954,0.94184,0.82502,0.84718,0.56057,0.75402,0.78434,0.6499,0.8155,0.77395,0.38604,0.8359,0.66864,0.71963,0.91492,0.46406,0.78458,0.7518,0.88065,0.82596,0.67652,0.73812,0.76437,0.56962,0.79265,0.8564,0.68772,0.81698,0.89433,0.84425,0.63746,0.8587,0.65682,0.66353,0.52568,0.667,0.98199,0.58811,0.82962,0.73823,0.87532,0.89826,0.94401,0.63172,0.94168
0.82616,0.97653,0.85397,0.89348,0.6122,0.77611,0.80485,0.6732,0.82798,0.82008,0.45478,0.88123,0.72232,0.75016,0.95992,0.53088,0.84143,0.76482,0.90563,0.84923,0.73239,0.76661,0.77745,0.61888,0.82948,0.89452,0.70382,0.87646,0.9118,0.88132,0.6945,0.86754,0.66009,0.71615,0.54096,0.69259,1.0154,0.62277,0.86673,0.76284,0.90092,0.93419,0.97376,0.66373,0.97482
0.85526,1.0207,0.87571,0.91585,0.6329,0.78611,0.83281,0.70211,0.83308,0.85327,0.49091,0.9129,0.74358,0.78262,0.95734,0.54745,0.85677,0.78523,0.93199,0.88051,0.74796,0.7848,0.79477,0.63843,0.84059,0.92377,0.72344,0.88041,0.96118,0.91136,0.69732,0.89365,0.66664,0.75004,0.55616,0.70924,1.0265,0.63716,0.87955,0.76002,0.91339,0.96024,0.98281,0.68085,1.0089
0.86191,1.0258,0.90107,0.93208,0.67027,0.79443,0.84129,0.7215,0.83957,0.87963,0.51604,0.92802,0.76408,0.80354,0.97759,0.56985,0.89978,0.81773,0.94801,0.88281,0.76089,0.78479,0.82339,0.64943,0.86473,0.92975,0.74043,0.91566,0.9741,0.93078,0.7214,0.89396,0.6929,0.78319,0.59144,0.73363,1.0424,0.65117,0.89563,0.77384,0.92856,0.97774,0.99608,0.70364,1.0289
0.8791,1.0399,0.90975,0.95504,0.67894,0.79867,0.85523,0.7167,0.85876,0.89371,0.54933,0.95143,0.76842,0.79932,0.99077,0.56257,0.91477,0.81611,0.97935,0.91044,0.77154,0.80014,0.84102,0.68154,0.87506,0.93291,0.73056,0.92872,0.97698,0.94325,0.73459,0.91182,0.70549,0.80936,0.5769,0.7321,1.0505,0.67387,0.91145,0.77021,0.94494,0.99257,1.0032,0.71226,1.0484
0.87837,1.0637,0.9277,0.96147,0.68718,0.81477,0.86377,0.74246,0.8498,0.90971,0.55813,0.94897,0.78626,0.8321,0.99719,0.59015,0.93572,0.83577,0.98183,0.92742,0.80779,0.81049,0.84766,0.67312,0.88803,0.95684,0.74863,0.93418,0.98936,0.94968,0.74243,0.91385,0.73308,0.82361,0.59419,0.74682,1.0637,0.67456,0.92042,0.78068,0.93816,1.0053,1.0207,0.71104,1.0549
0.88931,1.075,0.93558,0.97686,0.71511,0.8144,0.87307,0.75015,0.85075,0.92257,0.57825,0.96613,0.7981,0.85413,1.0079,0.60792,0.95474,0.84588,0.98383,0.93241,0.82086,0.81373,0.84819,0.66187,0.88241,0.95702,0.7683,0.94374,1.0097,0.97713,0.72974,0.93492,0.74253,0.84245,0.59205,0.75808,1.0669,0.68812,0.9305,0.79403,0.9496,1.0028,1.0258,0.74517,1.069
0.89834,1.0763,0.94449,0.98663,0.72062,0.81822,0.88171,0.77046,0.86607,0.92941,0.57971,0.97925,0.79492,0.84019,1.0116,0.61051,0.95084,0.8531,0.99742,0.93485,0.83107,0.81829,0.86364,0.66976,0.90808,0.966,0.75946,0.94493,1.0157,0.98556,0.74922,0.93026,0.71965,0.84007,0.61597,0.76613,1.0807,0.6984,0.93395,0.78714,0.95585,1.0113,1.0298,0.74841,1.0802
